ID;NUM_ORDRE;NUM_FACTURE;DATE_FACTURE;DESIGNATION_BIEN_SERVICE;MONTANT_HT;MONTANT_TVA;MONTANT_TTC;TAUX;REF_MODE_PAIEMENT;DATE_PAIEMENT;ID_DECLARATION;NOM_FOURNISSEUR;IF_FOURNISSEUR;ICE_FOURNISSEUR;ID_TRACE;PRORATA;MONTANT_TVA_PRORATA
2958328;2799;FC1601000080;19/01/2016;TUBE ET PROFIL;10164.0;2032.8;12196.8;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958329;2800;FC1601000084;19/01/2016;TUBE ET PROFIL;22401.6;4480.32;26881.92;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958330;2801;FC1601000089;20/01/2016;TUBE ET PROFIL;2784.0;556.8;3340.8;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958341;2812;FC1601000121;22/01/2016;TUBE ET PROFIL;2700.0;540.0;3240.0;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958354;2825;FC1601000136;26/01/2016;TUBE ET PROFIL;69204.0;13840.8;83044.8;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958355;2826;FC1601000140;26/01/2016;TUBE ET PROFIL;30758.4;6151.68;36910.08;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958356;2827;FC1601000138;26/01/2016;TUBE ET PROFIL;5980.8;1196.16;7176.96;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2958357;2828;FC1601000139;26/01/2016;TUBE ET PROFIL;1281.6;256.32;1537.92;20.0;5;25/05/2016;17461;TUBE ET PROFIL;111111111;1.51398E+12;3291;1234.0;6547.0
2918308;2748;FN 1512003072 ;02/01/2016;TUBE ET PROFIL;18876.0;3775.2;22651.2;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918309;2749;FN 1508001921 ;02/01/2016;TUBE ET PROFIL;321.6;64.32;385.92;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918329;2769;FC1601000013;08/01/2016;TUBE ET PROFIL;7812.0;1562.4;9374.4;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918372;2812;FC1601000121;22/01/2016;TUBE ET PROFIL;2700.0;540.0;3240.0;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918358;2798;FC1601000081;19/01/2016;TUBE ET PROFIL;11520.0;2304.0;13824.0;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918359;2799;FC1601000080;19/01/2016;TUBE ET PROFIL;10164.0;2032.8;12196.8;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918360;2800;FC1601000084;19/01/2016;TUBE ET PROFIL;22401.6;4480.32;26881.92;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918361;2801;FC1601000089;20/01/2016;TUBE ET PROFIL;2784.0;556.8;3340.8;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918388;2828;FC1601000139;26/01/2016;TUBE ET PROFIL;1281.6;256.32;1537.92;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918385;2825;FC1601000136;26/01/2016;TUBE ET PROFIL;69204.0;13840.8;83044.8;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918386;2826;FC1601000140;26/01/2016;TUBE ET PROFIL;30758.4;6151.68;36910.08;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2918387;2827;FC1601000138;26/01/2016;TUBE ET PROFIL;5980.8;1196.16;7176.96;20.0;5;25/05/2016;15470;TUBE ET PROFIL;111111111;1.51398E+12;2332;NULL;NULL
2919659;79;4883;15/02/2016;Habillement de travail;7220.0;1444.0;8664.0;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919660;80;4885;15/02/2016;Consommables de production;19000.0;3800.0;22800.0;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919661;81;4901;26/02/2016;Consommables de production;26600.0;5320.0;31920.0;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919662;82;4784;21/11/2015;Consommables de production;13077.4;2615.48;15692.88;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919663;83;4884;15/02/2016;Petit outillage & petit équipemen;5390.0;1078.0;6468.0;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919664;84;4902;26/02/2016;Consommables de production;6080.0;1216.0;7296.0;20.0;2;20/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919718;138;4895;22/02/2016;Consommables de production;1800.0;360.0;2160.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919719;139;4898;23/02/2016;Consommables de production;8908.8;1781.76;10690.56;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919720;140;4905;26/02/2016;Petit outillage & petit équipemen;1240.0;248.0;1488.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919721;141;4330;07/01/2015;Consommables de production;2211.6;442.32;2653.92;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919722;142;4864;10/02/2016;Consommables de production;4727.2;945.44;5672.64;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919723;143;4889;15/02/2016;Consommables de production;720.0;144.0;864.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919724;144;4862;02/02/2016;Petit outillage & petit équipemen;4983.35;996.67;5980.02;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919725;145;4894;22/02/2016;Habillement de travail;1350.0;270.0;1620.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919726;146;4903;26/02/2016;Petit outillage & petit équipemen;4940.0;988.0;5928.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919727;147;4890;15/02/2016;Consommables de production;13320.0;2664.0;15984.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919728;148;4887;15/02/2016;Consommables de production;3291.6;658.32;3949.92;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919729;149;4904;26/02/2016;Habillement de travail;650.0;130.0;780.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919715;135;4888;15/02/2016;Petit outillage & petit équipemen;6000.0;1200.0;7200.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919716;136;4893;22/02/2016;Consommables de production;7000.0;1400.0;8400.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919717;137;4899;23/02/2016;Petit outillage & petit équipemen;2000.0;400.0;2400.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919730;150;4906;26/02/2016;Consommables de production;140.0;28.0;168.0;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919731;151;4886;15/02/2016;Consommables de production;9133.2;1826.64;10959.84;20.0;2;02/05/2016;15483;MORISTOCKS;111111111;79656000069;2333;NULL;NULL
2919696;116;6563;02/02/2016;Consommables de production;3168.0;633.6;3801.6;20.0;4;02/05/2016;15483;JMC;111111111;1.42871E+12;2333;NULL;NULL
2919695;115;6210;02/02/2016;Consommables de production;1320.0;264.0;1584.0;20.0;4;02/05/2016;15483;JMC;111111111;1.42871E+12;2333;NULL;NULL
2956199;670;FN°100003699  ;13/02/2015;MAGIDEUTZ;55500.0;11100.0;66600.0;20.0;5;25/05/2016;17461;MAGIDEUTZ;111111111;1.52575E+12;3291;1234.0;6547.0
2957210;1681;FN°800002340  ;01/10/2015;MAGIDEUTZ;35249.7;7049.94;42299.64;20.0;5;25/05/2016;17461;MAGIDEUTZ;111111111;1.52575E+12;3291;1234.0;6547.0
2957243;1714;FN°3946       ;08/10/2015;MAGIDEUTZ;130560.0;26112.0;156672.0;20.0;5;25/05/2016;17461;MAGIDEUTZ;111111111;1.52575E+12;3291;1234.0;6547.0
2916230;670;FN°100003699  ;13/02/2015;MAGIDEUTZ;55500.0;11100.0;66600.0;20.0;5;25/05/2016;15470;MAGIDEUTZ;111111111;1.52575E+12;2332;NULL;NULL
2917241;1681;FN°800002340  ;01/10/2015;MAGIDEUTZ;35249.7;7049.94;42299.64;20.0;5;25/05/2016;15470;MAGIDEUTZ;111111111;1.52575E+12;2332;NULL;NULL
2917274;1714;FN°3946       ;08/10/2015;MAGIDEUTZ;130560.0;26112.0;156672.0;20.0;5;25/05/2016;15470;MAGIDEUTZ;111111111;1.52575E+12;2332;NULL;NULL
2919895;315;158/2016;10/02/2016;Installations techniques;17947.0;3589.4;21536.4;20.0;4;24/05/2016;15483;MICROFAST;111111111;1.52957E+12;2333;NULL;NULL
2957195;1666;FN°5085       ;01/10/2015;FENIE BROSSETTE;2028.9;405.78;2434.68;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957196;1667;FN°5081       ;01/10/2015;FENIE BROSSETTE;37472.62;7494.52;44967.14;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957197;1668;F N°:004872   ;01/10/2015;FENIE BROSSETTE;2920.0;584.0;3504.0;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957198;1669;F N°: 15/00487;01/10/2015;FENIE BROSSETTE;40224.63;8044.93;48269.56;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957192;1663;FN°4979       ;01/10/2015;FENIE BROSSETTE;77237.2;15447.44;92684.64;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957193;1664;FN°4978       ;01/10/2015;FENIE BROSSETTE;21340.0;4268.0;25608.0;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957194;1665;F N°: 15/00486;01/10/2015;FENIE BROSSETTE;26540.69;5308.14;31848.83;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957201;1672;FN°5084       ;01/10/2015;FENIE BROSSETTE;25202.58;5040.52;30243.1;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957202;1673;FN°4868       ;01/10/2015;FENIE BROSSETTE;443344.5;88668.9;532013.4;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957203;1674;FN°4869       ;01/10/2015;FENIE BROSSETTE;296075.72;59215.14;355290.86;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957240;1711;FN°137        ;08/10/2015;FENIE BROSSETTE;62133.54;12426.71;74560.25;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957428;1899;FN°5437       ;31/10/2015;FENIE BROSSETTE;20300.0;4060.0;24360.0;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957549;2020;F N°: 15/00508;12/11/2015;FENIE BROSSETTE;111888.96;22377.79;134266.75;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957550;2021;F N°: 15/00508;12/11/2015;FENIE BROSSETTE;111888.96;22377.79;134266.75;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2957914;2385;FN°258        ;12/12/2015;FENIE BROSSETTE;2120.72;424.14;2544.86;20.0;5;25/05/2016;17461;FENIE BROSSETTE;111111111;1.42889E+12;3291;1234.0;6547.0
2917223;1663;FN°4979       ;01/10/2015;FENIE BROSSETTE;77237.2;15447.44;92684.64;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917224;1664;FN°4978       ;01/10/2015;FENIE BROSSETTE;21340.0;4268.0;25608.0;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917225;1665;F N°: 15/00486;01/10/2015;FENIE BROSSETTE;26540.69;5308.14;31848.83;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917226;1666;FN°5085       ;01/10/2015;FENIE BROSSETTE;2028.9;405.78;2434.68;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917227;1667;FN°5081       ;01/10/2015;FENIE BROSSETTE;37472.62;7494.52;44967.14;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917228;1668;F N°:004872   ;01/10/2015;FENIE BROSSETTE;2920.0;584.0;3504.0;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917229;1669;F N°: 15/00487;01/10/2015;FENIE BROSSETTE;40224.63;8044.93;48269.56;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917232;1672;FN°5084       ;01/10/2015;FENIE BROSSETTE;25202.58;5040.52;30243.1;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917233;1673;FN°4868       ;01/10/2015;FENIE BROSSETTE;443344.5;88668.9;532013.4;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917234;1674;FN°4869       ;01/10/2015;FENIE BROSSETTE;296075.72;59215.14;355290.86;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917271;1711;FN°137        ;08/10/2015;FENIE BROSSETTE;62133.54;12426.71;74560.25;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917459;1899;FN°5437       ;31/10/2015;FENIE BROSSETTE;20300.0;4060.0;24360.0;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917580;2020;F N°: 15/00508;12/11/2015;FENIE BROSSETTE;111888.96;22377.79;134266.75;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917581;2021;F N°: 15/00508;12/11/2015;FENIE BROSSETTE;111888.96;22377.79;134266.75;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2917945;2385;FN°258        ;12/12/2015;FENIE BROSSETTE;2120.72;424.14;2544.86;20.0;5;25/05/2016;15470;FENIE BROSSETTE;111111111;1.42889E+12;2332;NULL;NULL
2956524;995;N.H 14/15;01/07/2015;BETEC;150000.0;30000.0;180000.0;20.0;5;25/06/2015;17461;BETEC;111111111;1.55244E+12;3291;1234.0;6547.0
2957633;2104;N.H 55/15;19/11/2015;BETEC;200000.0;40000.0;240000.0;20.0;5;01/12/2015;17461;BETEC;111111111;1.55244E+12;3291;1234.0;6547.0
2916555;995;N.H 14/15;01/07/2015;BETEC;150000.0;30000.0;180000.0;20.0;5;25/06/2015;15470;BETEC;111111111;1.55244E+12;2332;NULL;NULL
2917664;2104;N.H 55/15;19/11/2015;BETEC;200000.0;40000.0;240000.0;20.0;5;01/12/2015;15470;BETEC;111111111;1.55244E+12;2332;NULL;NULL
2956960;1431;FN°129043     ;01/10/2015;SIKA MAROC;10687.5;2137.5;12825.0;20.0;5;25/05/2016;17461;SIKA MAROC;111111111;83874000061;3291;1234.0;6547.0
2956961;1432;FN°119142     ;01/10/2015;SIKA MAROC;1609.92;321.98;1931.9;20.0;5;25/05/2016;17461;SIKA MAROC;111111111;83874000061;3291;1234.0;6547.0
2956962;1433;FN°129477     ;01/10/2015;SIKA MAROC;16000.0;3200.0;19200.0;20.0;5;25/05/2016;17461;SIKA MAROC;111111111;83874000061;3291;1234.0;6547.0
2958245;2716;FN°125830     ;02/01/2016;SIKA MAROC;125000.0;25000.0;150000.0;20.0;5;25/05/2016;17461;SIKA MAROC;111111111;83874000061;3291;1234.0;6547.0
2958246;2717;FN°104841     ;02/01/2016;SIKA MAROC;44000.0;8800.0;52800.0;20.0;5;25/05/2016;17461;SIKA MAROC;111111111;83874000061;3291;1234.0;6547.0
2916991;1431;FN°129043     ;01/10/2015;SIKA MAROC;10687.5;2137.5;12825.0;20.0;5;25/05/2016;15470;SIKA MAROC;111111111;83874000061;2332;NULL;NULL
2916992;1432;FN°119142     ;01/10/2015;SIKA MAROC;1609.92;321.98;1931.9;20.0;5;25/05/2016;15470;SIKA MAROC;111111111;83874000061;2332;NULL;NULL
2916993;1433;FN°129477     ;01/10/2015;SIKA MAROC;16000.0;3200.0;19200.0;20.0;5;25/05/2016;15470;SIKA MAROC;111111111;83874000061;2332;NULL;NULL
2918276;2716;FN°125830     ;02/01/2016;SIKA MAROC;125000.0;25000.0;150000.0;20.0;5;25/05/2016;15470;SIKA MAROC;111111111;83874000061;2332;NULL;NULL
2918277;2717;FN°104841     ;02/01/2016;SIKA MAROC;44000.0;8800.0;52800.0;20.0;5;25/05/2016;15470;SIKA MAROC;111111111;83874000061;2332;NULL;NULL
2957816;2287;FN°11958      ;01/12/2015;CPIT;11400.0;2280.0;13680.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957817;2288;FN 11955/2015 ;01/12/2015;CPIT;50300.0;10060.0;60360.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957857;2328;FN 12757/2015 ;04/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957858;2329;FN 12781/2015 ;07/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957875;2346;FN°12821      ;09/12/2015;CPIT;18800.0;3760.0;22560.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957876;2347;FN 12822/2015 ;09/12/2015;CPIT;9400.0;1880.0;11280.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957877;2348;FN 12833/2015 ;09/12/2015;CPIT;110800.0;22160.0;132960.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957878;2349;FN 128817/2015;09/12/2015;CPIT;24000.0;4800.0;28800.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957879;2350;FN 12459/2015 ;09/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957880;2351;FN 12460/2015 ;09/12/2015;CPIT;4980.0;996.0;5976.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957910;2381;FN 12837/2015 ;10/12/2015;CPIT;4000.0;800.0;4800.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957916;2387;FN 12528/2015 ;12/12/2015;CPIT;27700.0;5540.0;33240.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957925;2396;FN°12873      ;14/12/2015;CPIT;62000.0;12400.0;74400.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957957;2428;FN 12911/2015 ;16/12/2015;CPIT;58000.0;11600.0;69600.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2957989;2460;FN 12936/2015 ;18/12/2015;CPIT;50300.0;10060.0;60360.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958046;2517;FN°13066      ;28/12/2015;CPIT;2100.0;420.0;2520.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958182;2653;FN°8978       ;02/01/2016;CPIT;2080.0;416.0;2496.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958183;2654;FN°12878      ;02/01/2016;CPIT;30250.0;6050.0;36300.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958184;2655;FN°9642       ;02/01/2016;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958197;2668;FN 12782/2015 ;02/01/2016;CPIT;55400.0;11080.0;66480.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2958198;2669;FN 7912/2015  ;02/01/2016;CPIT;19000.0;3800.0;22800.0;20.0;5;25/05/2016;17461;CPIT;111111111;1.52758E+12;3291;1234.0;6547.0
2917847;2287;FN°11958      ;01/12/2015;CPIT;11400.0;2280.0;13680.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917848;2288;FN 11955/2015 ;01/12/2015;CPIT;50300.0;10060.0;60360.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
